TenDiaDanh,DiaChi,NoiDung,ImageURL,DichVu,ThongTinLienHe,DanhGia (Google Map),Lat,Lng
Tháp Nhạn,"Tháp Nhạn nằm bên bờ bắc sông Đà Rằng, gần quốc lộ 1A, thuộc thành phố Tuy Hòa, tỉnh Phú Yên.",Đặc điểm: Tháp là nơi thờ phụng thần linh của người Chăm cổ.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/PhuYen/ThapNhan/NhanTower.jpg,Xem bất cứ khi nào,N/A,4.7 sao (757 đánh giá),13.2846449,109.2298284
Bãi Môn - Mũi Đại Lãnh,"Thôn Đồng Bé, Xã Hòa Tâm, Huyện Đông Hòa, Phú Yên","Vị trí: Danh thắng Bãi Môn - Mũi Đại Lãnh thuộc địa phận thôn Đồng Bé, xã Hoà Tâm, huyện Đông Hoà, tỉnh Phú Yên), cách thành phố Tuy Hoà (Phú Yên) khoảng 35km về phía đông nam.
	Đặc điểm: Đây là nơi hội tụ nhiều nét đẹp của thiên nhiên với rừng, biển, suối và núi đồi. Nơi đây còn có ngọn hải đăng tỏa sáng hàng đêm giúp tàu thuyền qua lại trên biển và vào vịnh Vũng Rô.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/PhuYen/MuiDaiLanh/DaiLanhCape4.jpg,"Giá vé tham quan Bãi Môn - Mũi Đại Lãnh là 30.000 đồng/người/lần. Giá này đã được điều chỉnh tăng so với trước đây. 
Giá vé: 30.000 đồng/người/lần.
Lưu ý: Đây là giá vé tham quan theo nghị quyết mới được công bố. ",N/A,4.2 sao (25 đánh giá),13.0823022,109.2990769
Địa đạo Gò Thì Thùng,"xã An Xuân, huyện Tuy An, tỉnh Phú Yên, cách Tp.Tuy Hoà khoảng 45km về phía bắc.",Đặc điểm: Địa đạo là kỳ tích của quân và dân Phú Yên trong cuộc kháng chiến chống Mỹ cứu nước.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/46Diadaogothi01.jpg,Không có thông tin chính thức,N/A,4.4 sao (89 đánh giá),12.8939827,109.4443893
Khu di tích Phượng Hoàng,"Thuộc địa phận phường Văn An, thị xã Chí Linh, tỉnh Hải Dương, cách Hà Nội khoảng hơn 80km về phía đông.","Đặc điểm: Đây là vùng đất đặc biệt linh thiêng, là nơi có cảnh quan thiên nhiên kỳ thú và nhiều công trình kiến trúc đặc sắc như: đền Chu Văn An, điện Lưu Quang, Miết Trì,…",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaiDuong/DenthoChuVanAn/Chuvanan02JPG.jpg,Giá vé người lớn: \(80.000\) VNĐ/ngườiGiá vé trẻ em: Miễn phí vé đối với trẻ em có chiều cao dưới 1m ,N/A,5.0 sao (1 đánh giá),13.2479582,109.1149282
Khu di tích danh thắng Côn Sơn,"Khu di tích danh thắng Côn Sơn thuộc phường Cộng Hòa, thị xã Chí Linh, tỉnh Hải Dương, cách Hà Nội khoảng 80km về phía đông.","Đặc điểm: Đây là nơi gắn liền với cuộc đời nhiều danh nhân đất Việt, nổi bật nhất là Nguyễn Trãi. Nơi đây cũng là một trong những trung tâm Phật giáo của dòng thiền phái Trúc Lâm Đại Việt được Điều Ngự Giác Hoàng Trần Nhân Tông sáng lập ở thế kỷ 13.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaiDuong/Ditichconson/ConSon01JPG.jpg,"Căn cứ Quyết định số 02/2018/QĐ-UBND ngày 27/3/2018 về việc quy định giá dịch vụ trông giữ xe trên địa bàn tỉnh Hải Dương;

Từ ngày 01/01/2023, Ban QLDT Côn Sơn – Kiếp Bạc thu phí, lệ phí vào Khu di tích như sau:

VÉ VÀO KHU DI TÍCH CÔN SƠN : 20.000Đ/NGƯỜI/LƯỢT
VÉ VÀO KHU DI TÍCH KIẾP BẠC: 20.000Đ/NGƯỜI/LƯỢT
VÉ GIỮ PHƯƠNG TIỆN:
+ VÉ Ô TÔ DƯỚI 8 CHỖ: 15.000Đ/LƯỢT

+ VÉ Ô TÔ TỪ 08 CHỖ ĐẾN 16 CHỖ: 20.000Đ/LƯỢT

+ VÉ Ô TÔ TRÊN 16 NGỒI: 25.000Đ/LƯỢT",https://consonkiepbac.org.vn,4.7 sao (531 đánh giá),21.0500758,97.083318
Đảo Cò Chi Lăng Nam,"Nằm giữa lòng hồ An Dương, thuộc địa bàn xã Chi Lăng Nam, huyện Thanh Miện, tỉnh Hải Dương.","Đặc điểm: Đảo Cò Chi Lăng Nam đã trở thành điểm du lịch sinh thái ""độc nhất vô nhị"" của miền Bắc.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/27Daoco06JPG.jpg,Mở cửa tham quan giờ hành chính,N/A,N/A,20.9069373,97.0825087
Đền thờ Chu Văn An,"Tọa lạc trong khu di tích Phượng Hoàng, thuộc địa phận phường Văn An, thị xã Chí Linh, tỉnh Hải Dương, cách Hà Nội khoảng hơn 80 km về phía đông.","Đặc điểm: Đền mang đậm phong cách kiến trúc thời Nguyễn, thờ thầy giáo Chu Văn An (1292 - 1370).",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/DenChuvanan01.jpg,8h00 đến 17h00 hàng ngày,0938 802 222,4.7 sao (550 đánh giá),10.721221,106.3838051
Đền Kiếp Bạc,"Đền Kiếp Bạc thuộc địa phận hai thôn Vạn Kiếp và Dược Sơn, xã Hưng Đạo, thị xã Chí Linh, tỉnh Hải Dương, cách Hà Nội khoảng 80km, và cách khu di tích danh thắng Côn Sơn 5km.","Đặc điểm: Đền được dựng vào đầu thế kỷ 14, thờ Đức Thánh Trần (Trần Hưng Đạo).",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaiDuong/DenKiepBac/Denkiepbac02JPG.jpg,Mở cửa tham quan giờ hành chính,N/A,4.6 sao (2644 đánh giá),21.1510532,106.3275892
Suối Nước Moọc,"Phúc Trạch, Bố Trạch, Quảng Bình","Đặc điểm: nơi có thiên nhiên hoang sơ, kỳ thú với nhiều dịch vụ hấp dẫn",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangBinh/Suoinuocmoc/SUOI-NUOC-MOOC.jpg,"Vé trọn gói (bao gồm dịch vụ tắm suối, áo phao, nhảy ùm, mái chèo, thuyền kayak, cứu hộ):

Vé người lớn: 110.000 VNĐ/lượt
Vé trẻ em: 70.000 VNĐ/lượt",N/A,4.1 sao (1837 đánh giá),17.5553924,106.2357356
Di sản thiên nhiên thế giới Phong Nha - Kẻ Bàng,"Phong Nha - Kẻ Bàng thuộc địa phận các huyện Quảng Ninh, Bố Trạch và Minh Hóa, tỉnh Quảng Bình.",Đặc điểm: Phong Nha - Kẻ Bàng được UNESCO công nhận là Di sản Thiên nhiên thế giới.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangBinh/Phongnhakebang/PhongNhaKeBangNationalPark-11JPG.jpg,"Giá dịch vụ:
Từ 1.3m trở lên: 150.000 đồng / người / chuyến
Thấp hơn 1.3m: Miễn phí
Di chuyển bằng tàu: 750,000 đồng / chuyến
Hướng dẫn viên: 200,000 / HDV (t. Việt) | 300,000 / HDV (t. Anh","Website: https://phongnhakebang.vn 
Hotline: 0918.841.455 – 0918.503.456
Tel / Fax: 0523.677.110
Email: phongnhakebangdl@gmail.com
Facebook: https://facebook.com/phongnhakebangdl ",4.7 sao (840 đánh giá),17.477679,106.1340395
Khu mộ Đại tướng Võ Nguyên Giáp,"Thôn Thọ Sơn, Xã Quảng Đông, Huyện Quảng Trạch, Quảng Bình","Vị trí: Khu vực biển Vũng Chùa – Đảo Yến, thuộc thôn Thọ Sơn, xã Quảng Đông, huyện Quảng Trạch, tỉnh Quảng Bình, cách Quốc lộ 1 hơn 2km về phía đông.
	Đặc điểm: Dọc con đường vào viếng mộ Đại tướng có 103 bậc thang bằng gỗ, 103 cây hoa mai và 103 cây hoa ban Điện Biên tượng trưng cho 103 tuổi của Đại tướng.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangBinh/KhumoDaituongVoNguyenGiap/GeneralVoNguyenGiaps.jpg,Viếng cả ngày,N/A,4.8 sao (409 đánh giá),17.924878,106.494986
Suối nước khoáng nóng Bang,"Suối nước khoáng nóng Bang thuộc xã Kim Thủy, huyện Lệ Thủy, cách thành phố Đồng Hới 60km về phía tây nam.","Đặc điểm:Suối khoáng Bang có nhiều tác dụng dược lý, được đánh giá là quý hiếm và rất tốt trong việc chữa trị một số bệnh cho con người.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/BangMineralHotSpring.jpg,"Giá vé suối nước khoáng nóng Bang đối với trẻ em cụ thể như sau:

Trẻ em cao dưới 1m: hoàn toàn miễn phí
Trẻ em từ 1,1 – 1,3m: 50% giá vé dành cho người lớn
Trẻ em từ 1,3m trở lên: tính vé người lớn.",N/A,3.9 sao (111 đánh giá),17.0829028,106.7560116
Hang Tối,"xã Sơn Trạch, huyện Bố Trạch, tỉnh Quảng Bình","Đặc điểm: đây là hang động duy nhất tại Việt Nam khai thác dịch vụ “tắm bùn hang động”, thu hút rất nhiều du khách đến trải nghiệm.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangBinh/HangToi/ToiDarkCave-12JPG.jpg,Giao lưu miễn phí với fan MU,Hang Tối,4.4 sao (2142 đánh giá),17.5741716,106.2542393
Hồ Kẻ Gỗ,"Thuộc huyện Cẩm Xuyên, tỉnh Hà Tĩnh, cách thành phố Vinh 70km về phía nam.",Đặc điểm: Hồ là một cảnh đẹp nhân tạo nằm giữa các sườn đồi.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaTinh/HoKeGo/Ke-Go-Lake.jpg,Xem bất cứ khi nào,N/A,4.6 sao (428 đánh giá),18.1686273,105.9329787
Núi Hồng Lĩnh,"Thuộc xã Thiên Lộc, huyện Can Lộc, tỉnh Hà Tĩnh.",Đặc điểm: Là dãy núi có 99 ngọn,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaTinh/NuiHongLinh/Hong-Linh-Mount.jpg,Tới  bất cứ khi nào,N/A,4.8 sao (17 đánh giá),18.5449983,105.7912862
Khu di tích thanh niên xung phong Ngã ba Đồng Lộc,"thuộc địa phận xã Đồng Lộc, huyện Can Lộc, tỉnh Hà Tĩnh, cách trung tâm thành phố Hà Tĩnh 20km.",Đặc điểm: là “tượng đài” về ý chí sắt đá và sự hi sinh cao cả của lực lượng thanh niên xung phong trong sự nghiệp chống Mỹ cứu nước.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaTinh/KLNNgaBaDongLoc/DongLocRoadJunction-7JPG.jpg,N/A,Email: ngabadongloc.vn@gmail.com,4.7 sao (1253 đánh giá),18.398841,105.7384425
Núi Thiên Cầm,"Thiên Cầm nằm ở huyện Cẩm Xuyên, tỉnh Hà Tĩnh, cách thành phố Hà Tĩnh khoảng 20km.","Đặc điểm: Núi nằm kề biển tạo nên phong cảnh sơn thủy hữu tình, là điểm thu hút khách du lịch của tỉnh Hà Tĩnh",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/26NuiThiencam01JPG.jpg,Xem bất cứ khi nào,N/A,4.6 sao (35 đánh giá),18.2805504,106.0904592
Khu lưu niệm cụ Nguyễn Du,"Làng Tiên Điền, Thị trấn Tiên Điền, Huyện Nghi Xuân, Hà Tĩnh","Vị trí: Khu lưu niệm cụ Nguyễn Du thuộc làng Tiên Điền, xã Tiên Điền, huyện Nghi Xuân, tỉnh Hà Tĩnh, cách thành phố Hà Tĩnh khoảng 50km, cách Tp. Vinh (Nghệ An) khoảng 8km.
	Đặc điểm: Đến đây, du khách sẽ có dịp biết thêm về cuộc đời và sự nghiệp của Nguyễn Du; đồng thời cũng là dịp hiểu thêm về dòng họ Nguyễn Tiên Điền.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaTinh/KLNNguyenDu/NguyenDuMemorialSite-1JPG.jpg,Khu lưu niệm Nguyễn Du ở Hà Tĩnh miễn phí vé vào cổng. Đây là nơi thờ cúng và trưng bày các kỷ vật về Đại thi hào Nguyễn Du.,N/A,4.7 sao (598 đánh giá),18.6649985,105.7668101
Đền Chiêu Trưng,"Đền Chiêu Trưng nằm trên địa phận xã Thạch Bàn, huyện Thạch Hà, tỉnh Hà Tĩnh.","Đặc điểm: Đến đây, du khách vừa có dịp được ngắm nhìn phong cảnh thiên nhiên tươi đẹp vừa có dịp biết thêm về lịch sử Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/26DenChieuTrung01.jpg,Mở cửa tham quan giờ hành chính,N/A,4.7 sao (53 đánh giá),18.4681025,105.9415296
Bãi biển Xuân Thành,"Bãi biển Xuân Thành nằm trên địa phận xã Xuân Thành, huyện Nghi Xuân, tỉnh Hà Tĩnh, cách Tp.","Đặc điểm: Đến đây, du khách sẽ được hòa mình vào phong cảnh thiên nhiên trong lành, mát mẻ và rất hoang sơ.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/26Bienxuanthanh01.jpg,Phục vụ bãi tắm và các hoạt động giờ hành chính,N/A,4.0 sao (506 đánh giá),18.6415652,105.808029
Chùa và hồ Thiên Tượng,"Chùa Thiên Tượng thuộc xã Trung Lương, thị xã Hồng Lĩnh, nằm trên ngọn núi Thiên Tượng.","Đặc điểm: Chùa được dựng vào đời Trần, vốn là một thắng cảnh đẹp, đã có nhiều tao nhân mặc khách đến và để lại những bài thơ nổi tiếng.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/26Chuahothientuong03.jpg,Mở cửa tham quan giờ hành chính,N/A,4.7 sao (58 đánh giá),18.5585427,105.6339465
Đền Trúc - Ngũ Động Sơn,"Thôn Quyển Sơn, Xã Thi Sơn, Huyện Kim Bảng, Hà Nam","Vị trí: Đền Trúc - Ngũ Động Sơn thuộc thôn Quyển Sơn, xã Thi Sơn, huyện Kim Bảng, tỉnh Hà Nam.
	Đặc điểm: Đền Trúc - Ngũ Động Sơn thờ người anh hùng dân tộc Lý Thường Kiệt. Khu danh thắng này có phong cảnh thiên nhiên hữu tình, núi non trùng điệp, có đền Trúc nằm giữa rừng Trúc nên thơ, có hệ thống hang động độc đáo.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaNam/ChuaTrucNguDongSon/Ngudongson03.jpg,Giờ mở cửa: 8h00 đến 17h00 hàng ngày,N/A,4.5 sao (212 đánh giá),20.5661016,105.861423
Chùa Bà Đanh- Núi Ngọc,"Thôn Đanh Xá, Xã Ngọc Sơn, Huyện Kim Bảng, Hà Nam","Vị trí: Nằm bên bờ sông Đáy, thuộc thôn Đanh Xá, xã Ngọc Sơn, huyện Kim Bảng, tỉnh Hà Nam, cách TP. Phủ Lý hơn 10km về phía tây bắc.
	Đặc điểm: Chùa Bà Đanh gắn liền với câu thành ngữ dân gian “Vắng như chùa Bà Đanh”.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaNam/ChuaBaDanhNuiNgoc/ChuaBaDanh04JPG.jpg,Mở cửa tham quan giờ hành chính,N/A,4.5 sao (12 đánh giá),20.5691499,105.852828
Khu phố cổ Hội An,Thuộc Tp.Hội An,"Ðặc điểm: Với những giá trị nổi trội mạng tính toàn cầu, tại kỳ họp thứ 23 từ ngày 29/11 đến ngày 4/12/1999 ở Marrakesh (Morocco), Ủy ban Di sản thế giới của UNESCO đã công nhận Đô thị cổ Hội An là Di sản văn hoá thế giới.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/KhuPhoCoHoiAn/HoiAnancienttown10.jpg,Mở cửa tham quan giờ hành chính,N/A,4.7 sao (2617 đánh giá),15.8765952,108.3264821
Làng nghề đúc đồng Phước Kiều,"Đặc điểm: Phước Kiều là làng nghề đúc đồng nổi tiếng, đặc biệt về kỹ thuật đúc cồng chiêng.","Đặc điểm: Phước Kiều là làng nghề đúc đồng nổi tiếng, đặc biệt về kỹ thuật đúc cồng chiêng.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/LangPhuocKieu/PhuocKieuBronzeCasting.jpg,Giờ mở cửa: 8h00 đến 17h00 hàng ngày,N/A,4.4 sao (69 đánh giá),15.8687795,108.2613393
Chùa Long Đọi Sơn,"Chùa Long Đọi Sơn tọa lạc trên đỉnh núi Long Đọi, thuộc địa phận xã Ðọi Sơn, huyện Duy Tiên, tỉnh Hà Nam, cách thị trấn Đồng Văn 15km (qua thị trấn Hoà Mạc), cách quốc lộ 1A chừng 6km.","Đặc điểm: Chùa Long Đọi Sơn có tên chữ là Sùng Thiên Diên Linh. Chùa được tạo dựng thời nhà Lý (khoảng năm 1121), hiện còn giữ được nhiều di vật quý.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/23Chualongdoi01-1.jpg,Mở cửa tham quan giờ hành chính,N/A,4.6 sao (444 đánh giá),20.5872333,105.9742761
Làng gốm Thanh Hà,"Làng gốm Thanh Hà thuộc phường Thanh Hà, thành phố Hội An, tỉnh Quảng Nam.","Ðặc điểm: Các sản phẩm của gốm Thanh Hà mang nhiều hình dáng, màu sắc, độ bền rất riêng biệt.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/GomThanhHa/ThanhHaPottery2.jpg,Mở cửa tham quan giờ hành chính,N/A,4.3 sao (9462 đánh giá),21.033333,105.85
Di sản văn hóa Mỹ Sơn,"Mỹ Sơn thuộc xã Duy Phú, huyện Duy Xuyên, tỉnh Quảng Nam cách thành phố Ðà Nẵng khoảng 70km về phía tây nam, cách Trà Kiệu khoảng 10km về phía tây trong một thung lũng kín đáo.",Ðặc điểm: Mỹ Sơn là thánh địa Ấn Độ giáo của vương quốc Chămpa. Những đền thờ chính ở Mỹ Sơn thờ một bộ Linga hoặc hình tượng của thần Siva - Ðấng bảo hộ của các dòng vua Chămpa.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/MySon/MySonSanctuary.jpg,Mở cửa tham quan giờ hành chính,N/A,4.5 sao (7201 đánh giá),10.776813,106.700254
Thành phố Hội An,Thành phố Hội An nằm bên bờ bắc hạ lưu sông Thu Bồn,"Thành phố Hội An nằm ở vùng hạ lưu ngã 3 sông Thu Bồn thuộc vùng đồng bằng ven biển tỉnh Quảng Nam, cách thành phố Đà Nẵng về phía nam khoảng 30km. Nhiệt độ trung bình năm 25ºC; độ ẩm không khí trung bình năm là 82%, lượng mưa trung bình năm là 2.066mm. Cư dân chủ yếu là người Việt (kinh) và người Hoa. Tháng 12 năm 1999, UNESCO đã công nhận khu phố cổ Hội An là di sản văn hoá thế giới.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/HoiAnancienttown3.jpg,Available 24/24,N/A,N/A,16.054407,108.202167
Làng rau Trà Quế,"Thôn Trà Quế, Xã Cẩm Hà, Thành phố Hội An, Quảng Nam","Vị trí: Cách trung tâm phố cổ Hội An khoảng 2km về phía Đông Bắc, nằm giữa con sông Đế Võng và đầm rong Trà Quế , Làng rau Trà Quế thuộc thôn Trà Quế, xã Cẩm Hà, thành phố Hội An.
	Đặc điểm: Rau Trà Quế nổi tiếng từ rất lâu với nhiều sản phẩm rau được trồng trên đất đai màu mỡ, bón bằng loại rong lấy từ sông nên có hương vị đặc trưng riêng.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/TraQueVegetableVillage6.jpg,Mở cửa tham quan giờ hành chính,N/A,4.5 sao (794 đánh giá),10.823099,106.629664
Tháp Chiên Đàn,"Bên cạnh quốc lộ 1, thuộc xã Tam An, cách thành phố Tam Kỳ 5km về phía bắc, tỉnh Quảng Nam.","Ðặc điểm: Đó là cụm ba tháp Chàm đứng song song với nhau theo trục bắc - nam, hướng mặt về phía đông.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Thapchiendan02JPG.jpg,Xem bất cứ khi nào,N/A,4.4 sao (143 đánh giá),14.659902,108.309072
Chùa Phước Lâm,"Phường Cẩm Hà, thành phố Hội An, tỉnh Quảng Nam.",Đặc điểm: Chùa do sư tổ Minh Lượng (một trong hai vị sư tổ đến Hội An đầu tiên) khởi dựng vào cuối thế kỷ 17 để thờ Phật,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/PhuocLamPagoda.jpg,Mở cửa tham quan giờ hành chính,N/A,4.7 sao (130 đánh giá),17.971576,106.326887
Sông Thu Bồn,Sông Thu Bồn bắt nguồn từ vô số những con suối nhỏ róc rách chảy xuống từ ngọn núi Ngọc Linh ở chỗ giáp giới hai tỉnh Quảng Nam – Kon Tum (thuộc huyện Duy Xuyên).,"Đặc điểm: Sông Thu Bồn như một dòng mạch tràn đầy sinh lực của mảnh đất Quảng Nam - Đà Nẵng, len lỏi qua những vùng núi non hiểm trở mạn tây Quảng Nam rồi đổ xuống các cánh đồng phì nhiêu.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/ThuBonRiver.jpg,Xem bất cứ khi nào,N/A,4.5 sao (1011 đánh giá),12.238981,109.196647
Hòn Kẽm Đá Dừng,"Hòn Kẽm Đá Dừng, trước đây thuộc về hai xã Quế Phước và Quế Lâm, huyện Quế Sơn tỉnh Quảng Nam; nay là ranh giới huyện Quế Sơn và Hiệp Đức.",Đặc điểm: Đây là một trong những thắng cảnh thiên nhiên khá lý tưởng của tỉnh Quảng Nam.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Honkemdadung02.jpg,Xem bất cứ khi nào,N/A,4.7 sao (22 đánh giá),13.756331,100.501762
Cẩm Nam - Khu du lịch miệt vườn,"Phía nam thành phố Hội An, tỉnh Quảng Nam.","Đặc điểm: Cẩm Nam nổi tiếng khắp vùng bởi món bắp luộc (ngô luộc) thơm ngọt và dẻo như nếp nương. Cẩm Nam còn nổi tiếng với nghề cào hến cùng cách chế biến món hến. Chẳng thế mà bà con địa phương còn gọi địa danh này bằng một cái tên dân dã, dễ thương “Cồn Hến”",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Camnam01.jpg,N/A,Cẩm Nam - Khu du lịch miệt vườn,N/A,20.840291,107.086301
Hồ Phú Ninh,"Hồ Phú Ninh nằm cách thành phố Tam Kỳ 7km về phía nam, thuộc địa phận huyện Núi Thành và huyện Phú Ninh.","Ðặc điểm: Hồ Phú Ninh là công trình thủy lợi quy mô lớn, với diện tích mặt nước 3.433ha và 23.000ha rừng phòng hộ, cùng 30 đảo nhỏ và bán đảo xinh đẹp.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48HoPhuNinh01JPG.jpg,Mở cửa tham quan giờ hành chính,N/A,4.4 sao (298 đánh giá),22.319303,114.169361
Chùa Ông,"24 đường Trần Phú, Thành phố Hội An, Quảng Nam","Vị trí: Số 24 đường Trần Phú, thành phố Hội An, tỉnh Quảng Nam.
	Đặc điểm: Chùa Ông thờ Quan Vân Trường, một biểu tượng về trung - tín - tiết - nghĩa, nên còn có tên gọi là Quan Công Miếu.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Chuaong01.jpg,Mở cửa tham quan giờ hành chính,N/A,4.7 sao (1379 đánh giá),15.8775404,108.3313895
Du lịch sinh thái Thuận Tình,"Thuận Tình thuộc địa phận phường Hội An Đông, TP Đà Nẵng",Ðặc điểm: Thuận Tình là một ốc đảo có những ngôi nhà nghỉ bằng gỗ ẩn giữa rừng dừa nước bạt ngàn hướng ra sông đón làn gió mát lạnh.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48KDLthuantinh01.jpg,"Vé đò từ bến Cẩm Thanh và vé tham quan là 5.000 VNĐ/người
Vé đò từ bến Bạch Đằng là 20.000 VNĐ/giờ, chở tầm 4 - 5 người",N/A,N/A,15.9552261,107.7730563
Bãi biển Tam Thanh,"Biển Tam Thanh cách thành phố Tam Kỳ 7km về phía đông, tỉnh Quảng Nam.","Đặc điểm: Bãi biển Tam Thanh luôn đầy ắp nắng và sóng biển, là địa chỉ hấp dẫn cho du khách trong những kỳ nghỉ hè.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Bientamthanh01.jpg,Phục vụ bãi tắm giờ hành chính,N/A,4.2 sao (462 đánh giá),15.5898635,108.5124847
Cột cờ Lũng Cú,"Đặc điểm: là địa danh mang ý nghĩa lịch sử thiêng liêng, đánh dấu chủ quyền lãnh thổ Việt Nam.","Đặc điểm: là địa danh mang ý nghĩa lịch sử thiêng liêng, đánh dấu chủ quyền lãnh thổ Việt Nam.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/Hagiang/CotcoLungCu/LungCuFlagTower1.jpg,Mở cửa tham quan giờ hành chính,N/A,4.6 sao (8443 đánh giá),23.3634614,105.3163342
Hang Phương Thiện,"Hang Phương Thiện thuộc huyện Vị Xuyên, tỉnh Hà Giang, cách thị xã Hà Giang 7km xuôi về phía nam.","Đặc điểm: Là nơi có nhiều phong cảnh đẹp, nhiều hang động tự nhiên rất hấp dẫn.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/22Hangphuongthien01.jpg,"Giá vé lên khu vực Hang Phương Thiện thuộc núi Bà Đen, Tây Ninh phụ thuộc vào loại vé bạn chọn. Cụ thể: 
Vé cáp treo Chùa Hang (khứ hồi): Người lớn là 250.000 VNĐ, trẻ em là 150.000 VNĐ.
Vé cáp treo Chùa Hang (một chiều): Người lớn là 150.000 VNĐ, trẻ em là 100.000 VNĐ.
Vé tuyến cáp Tâm An: Người lớn là 400.000 VNĐ, trẻ em là 300.000 VNĐ.
Combo cáp treo đỉnh Vân Sơn + chùa Hang: Người lớn là 600.000 VNĐ, trẻ em là 450.000 VNĐ. ",N/A,N/A,22.8105652,104.97889
Dinh thự họ Vương,"Đặc điểm: là công trình kiến trúc đẹp, hiếm có và độc đáo của vùng cao nguyên đá Đồng Văn.","Đặc điểm: là công trình kiến trúc đẹp, hiếm có và độc đáo của vùng cao nguyên đá Đồng Văn.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/Hagiang/DinhhoVuong/TheVuongFamilysVilla4.jpg,"Giá vé: 20.000 VNĐ/người lớn.
Miễn phí: Trẻ em dưới 1m2 thường được miễn vé.",N/A,4.4 sao (6595 đánh giá),23.2562484,105.2620885
Công viên địa chất Cao nguyên đá Đồng Văn,"Nằm trên địa bàn 4 huyện của tỉnh Hà Giang, bao gồm: Quản Bạ, Yên Minh, Mèo Vạc, Đồng Văn.",Đặc điểm: Cao nguyên đá Đồng Văn là công viên địa chất đầu tiên của Việt Nam được tổ chức GGN công nhận là thành viên của Mạng lưới Công viên địa chất Toàn cầu.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/DongVanKarstPlateauGeopark1.jpg,"Theo đó, mức phí áp dụng cho mỗi đêm lưu trú đối với người lớn là 30.000 đồng và trẻ em là 15.000 đồng",dongvangeopark.com.,4.7 sao (998 đánh giá),23.2418972,104.9361299
Công viên Đồng Xanh,"Công viên Đồng Xanh - một không gian văn hóa của vùng Bắc Tây Nguyên, thuộc địa phận xã An Phú, Tp.Pleiku, tỉnh Gia Lai.","Đặc điểm: Đây là nơi nghỉ ngơi, an dưỡng và khám phá bản sắc văn hóa Tây Nguyên.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/GiaLai/CongvienDongXanh/KDLDongXanhthien.jpg,"Giá vé tham khảo:  
Vé vào cửa đối với người lớn: 60.000 VNĐ
Vé vào cửa đối với trẻ em: 40.000 VNĐThời gian hoạt động: 07:30 – 17:15",Liên hệ: 0269 3861 461,3.8 sao (1010 đánh giá),48.856614,235.2222
